index,date,weather,prob_of_precip,likely_snow,snow_level,wind,visibility,likely_snow_numeric,forecast_date,endpoint,forecast_type,extracted_date,level_0,max_temp,min_temp,snow_at_1800m,snow_at_1400m,snow_at_1000m,snow_at_1800m_percent,snow_at_1400m_percent,snow_at_1000m_percent
1,"Monday, 05 Jul","Partly cloudy. Slight (30%) chance of a snow shower, most likely in the early morning. Winds westerly 25 to 40 km/h.",,,,,,,2021-07-05 00:00:00,ThredboHandler,7-day,2021-07-03 22:59:54.763490,,Max -1°C,Min -5°C,1800m 40%,1400m 20%,1000m 0%,40,20,0
2,"Tuesday, 06 Jul",Partly cloudy. Winds northwest to southwesterly 15 to 25 km/h tending south to southwesterly 15 to 20 km/h during the morning then becoming light during the day.,,,,,,,2021-07-06 00:00:00,ThredboHandler,7-day,2021-07-03 22:59:54.763490,,Max -1°C,Min -7°C,1800m 10%,1400m 10%,1000m 0%,10,10,0
3,"Wednesday, 07 Jul",Partly cloudy. Light winds becoming northerly 15 to 25 km/h during the afternoon.,,,,,,,2021-07-07 00:00:00,ThredboHandler,7-day,2021-07-03 22:59:54.763490,,Max 1°C,Min -8°C,1800m 0%,1400m 0%,1000m 0%,0,0,0
4,"Thursday, 08 Jul",Partly cloudy. Winds northerly 15 to 25 km/h turning northwesterly 20 to 30 km/h during the day.,,,,,,,2021-07-08 00:00:00,ThredboHandler,7-day,2021-07-03 22:59:54.763490,,Max 1°C,Min -7°C,,,,,,
5,"Friday, 09 Jul",Cloudy. Medium (60%) chance of showers. Snow possible above 1900 metres. Winds northwesterly 25 to 40 km/h.,,,,,,,2021-07-09 00:00:00,ThredboHandler,7-day,2021-07-03 22:59:54.763490,,Max 1°C,Min -6°C,,,,,,
6,"Saturday, 10 Jul","Partly cloudy. Medium (60%) chance of snow showers, most likely during the morning. Winds west to northwesterly 35 to 55 km/h.",,,,,,,2021-07-10 00:00:00,ThredboHandler,7-day,2021-07-03 22:59:54.763490,,Max 1°C,Min -4°C,,,,,,
0,"Tomorrow, 05 Jul","Partly cloudy. Slight (30%) chance of a snow shower, most likely in the early morning. Winds westerly 25 to 40 km/h.",,,,,,,2021-07-05 00:00:00,ThredboHandler,7-day,2021-07-04 10:18:13.671400,,Max -1°C,Min -5°C,1800m 40%,1400m 20%,1000m 0%,40,20,0
1,"Tuesday, 06 Jul",Partly cloudy. Winds northwest to southwesterly 15 to 25 km/h tending south to southwesterly 15 to 20 km/h during the morning then becoming light during the day.,,,,,,,2021-07-06 00:00:00,ThredboHandler,7-day,2021-07-04 10:18:13.671400,,Max -1°C,Min -7°C,1800m 10%,1400m 10%,1000m 0%,10,10,0
2,"Wednesday, 07 Jul",Partly cloudy. Light winds becoming northerly 15 to 25 km/h during the afternoon.,,,,,,,2021-07-07 00:00:00,ThredboHandler,7-day,2021-07-04 10:18:13.671400,,Max 1°C,Min -8°C,1800m 0%,1400m 0%,1000m 0%,0,0,0
3,"Thursday, 08 Jul",Partly cloudy. Winds northerly 15 to 25 km/h turning northwesterly 20 to 30 km/h during the day.,,,,,,,2021-07-08 00:00:00,ThredboHandler,7-day,2021-07-04 10:18:13.671400,,Max 1°C,Min -7°C,,,,,,
4,"Friday, 09 Jul",Cloudy. Medium (60%) chance of showers. Snow possible above 1900 metres. Winds northwesterly 25 to 40 km/h.,,,,,,,2021-07-09 00:00:00,ThredboHandler,7-day,2021-07-04 10:18:13.671400,,Max 1°C,Min -6°C,,,,,,
5,"Saturday, 10 Jul","Partly cloudy. Medium (60%) chance of snow showers, most likely during the morning. Winds west to northwesterly 35 to 55 km/h.",,,,,,,2021-07-10 00:00:00,ThredboHandler,7-day,2021-07-04 10:18:13.671400,,Max 1°C,Min -4°C,,,,,,
0,"Tomorrow, 05 Jul",Partly cloudy. The chance of fog early this morning. Slight (30%) chance of a snow shower this morning. Winds westerly 20 to 30 km/h tending west to southwesterly 25 to 40 km/h in the morning.,,,,,,,2021-07-05 00:00:00,ThredboHandler,7-day,2021-07-05 08:28:59.984540,,Max -1°C,,1800m 40%,1400m 20%,1000m 0%,40,20,0
1,"Tuesday, 06 Jul",Partly cloudy. Winds westerly 15 to 20 km/h becoming light before dawn.,,,,,,,2021-07-06 00:00:00,ThredboHandler,7-day,2021-07-05 08:28:59.984540,,Max -1°C,Min -6°C,1800m 0%,1400m 0%,1000m 0%,0,0,0
2,"Wednesday, 07 Jul",Partly cloudy. Light winds becoming north to northwesterly 15 to 20 km/h during the evening.,,,,,,,2021-07-07 00:00:00,ThredboHandler,7-day,2021-07-05 08:28:59.984540,,Max 0°C,Min -7°C,1800m 0%,1400m 0%,1000m 0%,0,0,0
3,"Thursday, 08 Jul",Partly cloudy. Winds north to northwesterly 15 to 25 km/h.,,,,,,,2021-07-08 00:00:00,ThredboHandler,7-day,2021-07-05 08:28:59.984540,,Max 2°C,Min -7°C,1800m 0%,1400m 0%,1000m 0%,0,0,0
4,"Friday, 09 Jul","Partly cloudy. Medium (40%) chance of snow showers, most likely later in the day. Winds northwest to northeasterly 15 to 25 km/h tending northeast to southeasterly 20 to 30 km/h during the day.",,,,,,,2021-07-09 00:00:00,ThredboHandler,7-day,2021-07-05 08:28:59.984540,,Max 1°C,Min -5°C,,,,,,
5,"Saturday, 10 Jul",Partly cloudy. Slight (30%) chance of a snow shower. Winds westerly 25 to 40 km/h.,,,,,,,2021-07-10 00:00:00,ThredboHandler,7-day,2021-07-05 08:28:59.984540,,Max 0°C,Min -4°C,,,,,,
6,"Sunday, 11 Jul","Partly cloudy. Medium (50%) chance of showers or snow, most likely later in the day. Winds westerly 30 to 45 km/h.",,,,,,,2021-07-11 00:00:00,ThredboHandler,7-day,2021-07-05 08:28:59.984540,,Max 0°C,Min -3°C,,,,,,
0,"Tomorrow, 06 Jul",Partly cloudy. The chance of fog in the early morning. Light winds.,,,,,,,2021-07-06 00:00:00,ThredboHandler,7-day,2021-07-05 21:34:59.487973,,Max -1°C,Min -6°C,1800m 10%,1400m 0%,1000m 0%,10,0,0
1,"Wednesday, 07 Jul",Partly cloudy. The chance of fog in the early morning. Light winds becoming northwesterly 15 to 20 km/h in the late evening.,,,,,,,2021-07-07 00:00:00,ThredboHandler,7-day,2021-07-05 21:34:59.487973,,Max 0°C,Min -7°C,1800m 0%,1400m 0%,1000m 0%,0,0,0
2,"Thursday, 08 Jul",Mostly sunny. Winds northwesterly 15 to 20 km/h turning northerly during the afternoon.,,,,,,,2021-07-08 00:00:00,ThredboHandler,7-day,2021-07-05 21:34:59.487973,,Max 1°C,Min -8°C,1800m 0%,1400m 0%,1000m 0%,0,0,0
3,"Friday, 09 Jul","Cloudy. Slight (30%) chance of a snow shower, most likely in the afternoon and evening. Winds north to northwesterly 15 to 20 km/h shifting southerly 20 to 30 km/h during the afternoon.",,,,,,,2021-07-09 00:00:00,ThredboHandler,7-day,2021-07-05 21:34:59.487973,,Max 2°C,Min -6°C,1800m 30%,1400m 30%,1000m 0%,30,30,0
4,"Saturday, 10 Jul",Partly cloudy. Slight (20%) chance of a snow shower. Winds southwesterly 20 to 30 km/h shifting northerly 15 to 20 km/h later.,,,,,,,2021-07-10 00:00:00,ThredboHandler,7-day,2021-07-05 21:34:59.487973,,Max 1°C,Min -6°C,,,,,,
5,"Sunday, 11 Jul",Partly cloudy. Medium (40%) chance of showers or snow. Winds northerly 15 to 20 km/h tending northwesterly 25 to 40 km/h during the morning.,,,,,,,2021-07-11 00:00:00,ThredboHandler,7-day,2021-07-05 21:34:59.487973,,Max 0°C,Min -6°C,,,,,,
6,"Monday, 12 Jul","Partly cloudy. High (80%) chance of snow showers, most likely later in the day. Winds northwesterly 35 to 50 km/h increasing to 35 to 55 km/h later.",,,,,,,2021-07-12 00:00:00,ThredboHandler,7-day,2021-07-05 21:34:59.487973,,Max -1°C,Min -4°C,,,,,,
